,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra.address,sponsor_role.extra.contact_form,sponsor_role.extra.fax,sponsor_role.extra.office,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_class_label,sponsor_role.senator_rank,sponsor_role.senator_rank_label,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
40,bill,senate_bill,S.,114,referred,2015-06-18,"This bill was assigned to a congressional committee on June 18, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 1627,,340427,2015-06-18,True,True,https://www.govtrack.us/congress/bills/114/s1627,False,"[[datetime.datetime(2015, 6, 18, 0, 0), 2, Read twice and referred to the Committee on Foreign Relations., <action datetime=""2015-06-18"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Foreign Relations.</text>
    </action>
  ]]",bill,1627,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s1627:,S. 1627: Human Rights Accountability Act of 2015,Human Rights Accountability Act of 2015,"[[short, introduced, Human Rights Accountability Act of 2015], [official, introduced, A bill to ensure the Secretary of State complies fully with reporting requirements in section 116(d) of the Foreign Assistance Act of 1961.]]",Human Rights Accountability Act of 2015
41,bill,senate_bill,S.,114,referred,2015-02-02,"This bill was assigned to a congressional committee on February 2, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 336,,336454,2015-02-02,True,True,https://www.govtrack.us/congress/bills/114/s336,False,"[[datetime.datetime(2015, 2, 2, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2015-02-02"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,336,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s336:,S. 336: ObamaCare Repeal Act,ObamaCare Repeal Act,"[[short, introduced, ObamaCare Repeal Act], [official, introduced, A bill to repeal the Patient Protection and Affordable Care Act and the Health Care and Education Reconciliation Act of 2010 entirely.]]",ObamaCare Repeal Act
42,bill,senate_bill,S.,114,reported,2015-02-03,"The committees assigned to this bill sent it to the House or Senate as a whole for consideration on February 3, 2015.",Reported by Committee,S. 339,,336438,2015-02-02,True,True,https://www.govtrack.us/congress/bills/114/s339,False,"[[datetime.datetime(2015, 2, 3, 0, 0), 3, Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 11., <calendar datetime=""2015-02-03"" state=""REPORTED"" calendar=""Senate Legislative"" under=""General Orders"" number=""11"">
      <text>Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 11.</text>
    </calendar>
  ]]",bill,339,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s339:,S. 339: ObamaCare Repeal Act,ObamaCare Repeal Act,"[[short, introduced, ObamaCare Repeal Act], [official, introduced, A bill to repeal the Patient Protection and Affordable Care Act and the Health Care and Education Reconciliation Act of 2010 entirely.]]",ObamaCare Repeal Act
43,resolution,senate_joint_resolution,S.J.Res.,114,referred,2015-03-18,"This resolution was assigned to a congressional committee on March 18, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S.J.Res. 11,,337863,2015-03-18,True,True,https://www.govtrack.us/congress/bills/114/sjres11,False,"[[datetime.datetime(2015, 3, 18, 0, 0), 2, Read twice and referred to the Committee on Homeland Security and Governmental Affairs., <action datetime=""2015-03-18"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Homeland Security and Governmental Affairs.</text>
    </action>
  ]]",resolution,11,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:sjres11:,S.J.Res. 11: A joint resolution disapproving the action of the District of Columbia Council in approving the Human Rights Amendment Act of 2014.,A joint resolution disapproving the action of the District of Columbia Council in approving the Human Rights Amendment Act of 2014.,"[[official, introduced, A joint resolution disapproving the action of the District of Columbia Council in approving the Human Rights Amendment Act of 2014.]]",A joint resolution disapproving the action of the District of Columbia Council in approving the Human Rights Amendment Act of 2014.
44,resolution,senate_resolution,S.Res.,114,referred,2015-07-21,"This resolution was assigned to a congressional committee on July 21, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S.Res. 224,,341023,2015-07-21,True,True,https://www.govtrack.us/congress/bills/114/sres224,False,"[[datetime.datetime(2015, 7, 21, 0, 0), 2, Referred to the Committee on Homeland Security and Governmental Affairs., <action datetime=""2015-07-21"" state=""REFERRED"">
      <text>Referred to the Committee on Homeland Security and Governmental Affairs.</text>
      <reference ref=""CR S5213"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,224,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:sres224:,"S.Res. 224: A resolution expressing the sense of the Senate that the area between the intersections of International Drive, Northwest and Van Ness Street, Northwest and International Drive, Northwest and International Place, Northwest in Washington, Distr","A resolution expressing the sense of the Senate that the area between the intersections of International Drive, Northwest and Van Ness Street, Northwest and International Drive, Northwest and International Place, Northwest in Washington, District of Columbia, should be designated as “Liu Xiaobo Plaza”.","[[official, introduced, A resolution expressing the sense of the Senate that the area between the intersections of International Drive, Northwest and Van Ness Street, Northwest and International Drive, Northwest and International Place, Northwest in Washington, District of Columbia, should be designated as ""Liu Xiaobo Plaza"".]]","A resolution expressing the sense of the Senate that the area between the intersections of International Drive, Northwest and Van Ness Street, Northwest and International Drive, Northwest and International Place, Northwest in Washington, Distr"
45,bill,senate_bill,S.,114,pass_over_senate,2015-08-04,"This bill passed in the Senate on August 4, 2015 and goes to the House next for consideration.",Passed Senate,S. 1297,,339444,2015-05-12,True,True,https://www.govtrack.us/congress/bills/114/s1297,False,"[[datetime.datetime(2015, 5, 12, 0, 0), 2, Read twice and referred to the Committee on Commerce, Science, and Transportation., <action datetime=""2015-05-12"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Commerce, Science, and Transportation.</text>
    </action>
    ], [datetime.datetime(2015, 5, 20, 0, 0), 3, Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment in the nature of a substitute favorably., <calendar datetime=""2015-05-20"" state=""REPORTED"">
      <text>Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment in the nature of a substitute favorably.</text>
    </calendar>
    ], [datetime.datetime(2015, 8, 4, 0, 0), 5, Passed Senate with an amendment by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2015-08-04"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Passed Senate with an amendment by Unanimous Consent.</text>
      <reference ref=""CR S6323-6325"" label=""consideration""/>
      <reference ref=""S6323-6325"" label=""text as passed Senate""/>
    </vote>
    ]]",bill,1297,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s1297:,S. 1297: U.S. Commercial Space Launch Competitiveness Act,U.S. Commercial Space Launch Competitiveness Act,"[[short, introduced, U.S. Commercial Space Launch Competitiveness Act], [short, reported to senate, U.S. Commercial Space Launch Competitiveness Act], [short, passed senate, U.S. Commercial Space Launch Competitiveness Act], [official, introduced, A bill to update the Commercial Space Launch Act by amending title 51, United States Code, to promote competitiveness of the U.S. commercial space sector, and for other purposes.]]",U.S. Commercial Space Launch Competitiveness Act
46,bill,senate_bill,S.,114,referred,2015-01-28,"This bill was assigned to a congressional committee on January 28, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 274,,336351,2015-01-28,True,True,https://www.govtrack.us/congress/bills/114/s274,False,"[[datetime.datetime(2015, 1, 28, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2015-01-28"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,274,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s274:,S. 274: A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.,A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.,"[[official, introduced, A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.]]",A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.
47,bill,senate_bill,S.,114,referred,2015-07-21,"This bill was assigned to a congressional committee on July 21, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 1804,,340990,2015-07-21,True,True,https://www.govtrack.us/congress/bills/114/s1804,False,"[[datetime.datetime(2015, 7, 21, 0, 0), 2, Read twice and referred to the Committee on Banking, Housing, and Urban Affairs., <action datetime=""2015-07-21"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.</text>
    </action>
  ]]",bill,1804,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s1804:,S. 1804: Repeal CFPB Act,Repeal CFPB Act,"[[short, introduced, Repeal CFPB Act], [official, introduced, A bill to eliminate the Bureau of Consumer Financial Protection by repealing title X of the Dodd-Frank Wall Street Reform and Consumer Protection Act, commonly known as the Consumer Financial Protection Act of 2010.]]",Repeal CFPB Act
48,bill,senate_bill,S.,114,referred,2015-12-10,"This bill was assigned to a congressional committee on December 10, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 2388,,343034,2015-12-10,True,True,https://www.govtrack.us/congress/bills/114/s2388,False,"[[datetime.datetime(2015, 12, 10, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2015-12-10"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,2388,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s2388:,S. 2388: Reciprocity Ensures Streamlined Use of Lifesaving Treatments Act of 2015,Reciprocity Ensures Streamlined Use of Lifesaving Treatments Act of 2015,"[[short, introduced, Reciprocity Ensures Streamlined Use of Lifesaving Treatments Act of 2015], [official, introduced, A bill to amend the Federal Food, Drug, and Cosmetic Act to provide for reciprocal marketing approval of certain drugs, biological products, and devices that are authorized to be lawfully marketed abroad, and for other purposes.]]",Reciprocity Ensures Streamlined Use of Lifesaving Treatments Act of 2015
49,bill,senate_bill,S.,114,referred,2015-07-14,"This bill was assigned to a congressional committee on July 14, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 1762,,340862,2015-07-14,True,True,https://www.govtrack.us/congress/bills/114/s1762,False,"[[datetime.datetime(2015, 7, 14, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2015-07-14"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,1762,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s1762:,S. 1762: Establishing Mandatory Minimums for Illegal Reentry Act of 2015,Establishing Mandatory Minimums for Illegal Reentry Act of 2015,"[[short, introduced, Establishing Mandatory Minimums for Illegal Reentry Act of 2015], [official, introduced, A bill to amend the Immigration and Nationality Act to increase the penalties applicable to aliens who unlawfully reenter the United States after being removed.]]",Establishing Mandatory Minimums for Illegal Reentry Act of 2015
50,bill,senate_bill,S.,114,reported,2015-10-22,"The committees assigned to this bill sent it to the House or Senate as a whole for consideration on October 22, 2015.",Reported by Committee,S. 2193,,342237,2015-10-21,True,True,https://www.govtrack.us/congress/bills/114/s2193,False,"[[datetime.datetime(2015, 10, 22, 0, 0), 3, Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 276., <calendar datetime=""2015-10-22"" state=""REPORTED"" calendar=""Senate Legislative"" under=""General Orders"" number=""276"">
      <text>Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 276.</text>
    </calendar>
  ]]",bill,2193,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s2193:,S. 2193: Kate’s Law,Kate’s Law,"[[short, introduced, Kate's Law], [short, introduced, Stop Illegal Reentry Act], [official, introduced, A bill to amend the Immigration and Nationality Act to increase penalties for individuals who illegally reenter the United States after being removed and for other purposes.]]",Kate’s Law
51,bill,senate_bill,S.,114,referred,2015-09-29,"This bill was assigned to a congressional committee on September 29, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 2094,,341934,2015-09-29,True,True,https://www.govtrack.us/congress/bills/114/s2094,False,"[[datetime.datetime(2015, 9, 29, 0, 0), 2, Read twice and referred to the Committee on Foreign Relations., <action datetime=""2015-09-29"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Foreign Relations.</text>
    </action>
  ]]",bill,2094,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s2094:,S. 2094: IRGC Terrorist Designation Act,IRGC Terrorist Designation Act,"[[short, introduced, IRGC Terrorist Designation Act], [official, introduced, A bill to direct the Secretary of State to submit to Congress a report on the designation of Iran's Revolutionary Guard Corps as a foreign terrorist organization, and for other purposes.]]",IRGC Terrorist Designation Act
52,bill,senate_bill,S.,114,referred,2015-12-10,"This bill was assigned to a congressional committee on December 10, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 2394,,343028,2015-12-10,True,True,https://www.govtrack.us/congress/bills/114/s2394,False,"[[datetime.datetime(2015, 12, 10, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2015-12-10"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,2394,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s2394:,S. 2394: American Jobs First Act of 2015,American Jobs First Act of 2015,"[[short, introduced, American Jobs First Act of 2015], [official, introduced, A bill to amend the Immigration and Nationality Act to improve the H-1B visa program, to repeal the diversity visa lottery program, and for other purposes.]]",American Jobs First Act of 2015
53,bill,senate_bill,S.,114,referred,2015-03-18,"This bill was assigned to a congressional committee on March 18, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 791,,337884,2015-03-18,True,True,https://www.govtrack.us/congress/bills/114/s791,False,"[[datetime.datetime(2015, 3, 18, 0, 0), 2, Read twice and referred to the Committee on Energy and Natural Resources., <action datetime=""2015-03-18"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Energy and Natural Resources.</text>
    </action>
  ]]",bill,791,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s791:,S. 791: American Energy Renaissance Act of 2015,American Energy Renaissance Act of 2015,"[[short, introduced, American Energy Renaissance Act of 2015], [official, introduced, A bill to free the private sector to harness domestic energy resources to create jobs and generate economic growth by removing statutory and administrative barriers.]]",American Energy Renaissance Act of 2015
54,resolution,senate_joint_resolution,S.J.Res.,114,referred,2015-04-23,"This resolution was assigned to a congressional committee on April 23, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S.J.Res. 12,,338880,2015-04-23,True,True,https://www.govtrack.us/congress/bills/114/sjres12,False,"[[datetime.datetime(2015, 4, 23, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2015-04-23"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",resolution,12,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:sjres12:,S.J.Res. 12: A joint resolution proposing an amendment to the Constitution of the United States relative to marriage.,A joint resolution proposing an amendment to the Constitution of the United States relative to marriage.,"[[official, introduced, A joint resolution proposing an amendment to the Constitution of the United States relative to marriage.]]",A joint resolution proposing an amendment to the Constitution of the United States relative to marriage.
55,bill,senate_bill,S.,114,referred,2015-07-23,"This bill was assigned to a congressional committee on July 23, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 1853,,341096,2015-07-23,True,True,https://www.govtrack.us/congress/bills/114/s1853,False,"[[datetime.datetime(2015, 7, 23, 0, 0), 2, Read twice and referred to the Committee on Foreign Relations., <action datetime=""2015-07-23"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Foreign Relations.</text>
    </action>
  ]]",bill,1853,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s1853:,S. 1853: A bill to limit the availability of funding for contributions to the United Nations if the arms embargo on Iran pursuant to United Nations Security Council Resolutions 1747 and 1929 is lifted.,A bill to limit the availability of funding for contributions to the United Nations if the arms embargo on Iran pursuant to United Nations Security Council Resolutions 1747 and 1929 is lifted.,"[[official, introduced, A bill to limit the availability of funding for contributions to the United Nations if the arms embargo on Iran pursuant to United Nations Security Council Resolutions 1747 and 1929 is lifted.]]",A bill to limit the availability of funding for contributions to the United Nations if the arms embargo on Iran pursuant to United Nations Security Council Resolutions 1747 and 1929 is lifted.
