,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra,sponsor_role.extra.address,sponsor_role.extra.contact_form,sponsor_role.extra.fax,sponsor_role.extra.office,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_class_label,sponsor_role.senator_rank,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
45,bill,house_bill,H.R.,106,referred,1999-09-09,"This bill was introduced on September 9, 1999, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2834,,15725,1999-09-09,False,False,https://www.govtrack.us/congress/bills/106/hr2834,False,"[[datetime.datetime(1999, 9, 9, 0, 0), 2, Referred to the House Committee on Commerce., <action datetime=""1999-09-09"" state=""REFERRED"">
      <text>Referred to the House Committee on Commerce.</text>
    </action>
    ]]",bill,2834,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[106],False,Representative for Vermont At Large,0.0,2001-01-03,,,,,,3008,,Independent,400357,,representative,Representative,,,,1999-01-06,VT,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr2834:,"H.R. 2834 (106th): To amend the Communications Act of 1934 to clarify State and local authority to regulate the placement, construction, and modification of broadcast transmission and telecommunications facilities, and for other purposes.","To amend the Communications Act of 1934 to clarify State and local authority to regulate the placement, construction, and modification of broadcast transmission and telecommunications facilities, and for other purposes.","[[official, introduced, To amend the Communications Act of 1934 to clarify State and local authority to regulate the placement, construction, and modification of broadcast transmission and telecommunications facilities, and for other purposes.]]","To amend the Communications Act of 1934 to clarify State and local authority to regulate the placement, construction, and modification of broadcast transmission and telecommunications facilities, and for other purposes."
46,resolution,house_concurrent_resolution,H.Con.Res.,106,referred,2000-06-14,"This resolution was introduced on June 14, 2000, in a previous session of Congress, but was not enacted.",Referred to Committee,H.Con.Res. 353,,18164,2000-06-14,False,False,https://www.govtrack.us/congress/bills/106/hconres353,False,"[[datetime.datetime(2000, 6, 14, 0, 0), 2, Referred to the House Committee on Education and the Workforce., <action datetime=""2000-06-14"" state=""REFERRED"">
      <text>Referred to the House Committee on Education and the Workforce.</text>
    </action>
    ]]",resolution,353,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[106],False,Representative for Vermont At Large,0.0,2001-01-03,,,,,,3008,,Independent,400357,,representative,Representative,,,,1999-01-06,VT,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hconres353:,"H.Con.Res. 353 (106th): Expressing the sense of the Congress that a national summit of sports, political, community, and media leaders should be promptly convened to develop a multifaceted action plan to deter acts of violence, especially domestic violenc","Expressing the sense of the Congress that a national summit of sports, political, community, and media leaders should be promptly convened to develop a multifaceted action plan to deter acts of violence, especially domestic violence and sexual assault.","[[official, introduced, Expressing the sense of the Congress that a national summit of sports, political, community, and media leaders should be promptly convened to develop a multifaceted action plan to deter acts of violence, especially domestic violence and sexual assault.]]","Expressing the sense of the Congress that a national summit of sports, political, community, and media leaders should be promptly convened to develop a multifaceted action plan to deter acts of violence, especially domestic violenc"
47,bill,house_bill,H.R.,106,referred,1999-02-08,"This bill was introduced on February 8, 1999, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 627,,18512,1999-02-08,False,False,https://www.govtrack.us/congress/bills/106/hr627,False,"[[datetime.datetime(1999, 2, 8, 0, 0), 2, Referred to the House Committee on Education and the Workforce., <action datetime=""1999-02-08"" state=""REFERRED"">
      <text>Referred to the House Committee on Education and the Workforce.</text>
    </action>
    ]]",bill,627,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[106],False,Representative for Vermont At Large,0.0,2001-01-03,,,,,,3008,,Independent,400357,,representative,Representative,,,,1999-01-06,VT,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr627:,H.R. 627 (106th): Liveable Wage Act of 1999,Liveable Wage Act of 1999,"[[short, introduced, Liveable Wage Act of 1999], [official, introduced, To amend the Fair Labor Standards Act of 1938 to increase the minimum wage and to provide for an increase in such wage based on the cost of living.]]",Liveable Wage Act of 1999
48,bill,senate_bill,S.,111,referred,2009-03-12,"This bill was introduced on March 12, 2009, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 582,,11559,2009-03-12,False,False,https://www.govtrack.us/congress/bills/111/s582,False,"[[datetime.datetime(2009, 3, 12, 0, 0), 2, Read twice and referred to the Committee on Banking, Housing, and Urban Affairs., <action datetime=""2009-03-12"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.</text>
    </action>
  ]]",bill,582,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s582:,S. 582 (111th): Interest Rate Reduction Act,Interest Rate Reduction Act,"[[short, introduced, Interest Rate Reduction Act], [official, introduced, A bill to amend the Truth in Lending Act to protect consumers from usury, and for other purposes.]]",Interest Rate Reduction Act
49,bill,senate_bill,S.,111,referred,2009-03-16,"This bill was introduced on March 16, 2009, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 604,,11588,2009-03-16,False,False,https://www.govtrack.us/congress/bills/111/s604,False,"[[datetime.datetime(2009, 3, 16, 0, 0), 2, Read twice and referred to the Committee on Banking, Housing, and Urban Affairs., <action datetime=""2009-03-16"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.</text>
    </action>
  ]]",bill,604,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s604:,S. 604 (111th): Federal Reserve Sunshine Act of 2009,Federal Reserve Sunshine Act of 2009,"[[short, introduced, Federal Reserve Sunshine Act of 2009], [official, introduced, A bill to amend title 31, United States Code, to reform the manner in which the Board of Governors of the Federal Reserve System is audited by the Comptroller General of the United States and the manner in which such audits are reported, and for other purposes.]]",Federal Reserve Sunshine Act of 2009
50,bill,senate_bill,S.,111,referred,2009-10-05,"This bill was introduced on October 5, 2009, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1752,,11815,2009-10-05,False,False,https://www.govtrack.us/congress/bills/111/s1752,False,"[[datetime.datetime(2009, 10, 5, 0, 0), 2, Read twice and referred to the Committee on Veterans' Affairs., <action datetime=""2009-10-05"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Veterans' Affairs.</text>
    </action>
    ]]",bill,1752,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s1752:,"S. 1752 (111th): A bill to amend title 38, United States Code, to direct the Secretary of Veterans Affairs to provide wartime disability compensation for certain veterans with Parkinson’s disease.","A bill to amend title 38, United States Code, to direct the Secretary of Veterans Affairs to provide wartime disability compensation for certain veterans with Parkinson’s disease.","[[official, introduced, A bill to amend title 38, United States Code, to direct the Secretary of Veterans Affairs to provide wartime disability compensation for certain veterans with Parkinson's disease.]]","A bill to amend title 38, United States Code, to direct the Secretary of Veterans Affairs to provide wartime disability compensation for certain veterans with Parkinson’s disease."
51,bill,senate_bill,S.,111,referred,2009-12-18,"This bill was introduced on December 18, 2009, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2909,,11882,2009-12-18,False,False,https://www.govtrack.us/congress/bills/111/s2909,False,"[[datetime.datetime(2009, 12, 18, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2009-12-18"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,2909,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d111:s2909:,S. 2909 (111th): WORK Act,WORK Act,"[[short, introduced, WORK Act], [short, introduced, Worker Ownership, Readiness and Knowledge Act], [official, introduced, A bill to provide State programs to encourage employee ownership and participation in business decisionmaking throughout the United States, and for other purposes.]]",WORK Act
52,bill,senate_bill,S.,110,referred,2007-03-20,"This bill was introduced on March 20, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 941,,145355,2007-03-20,False,False,https://www.govtrack.us/congress/bills/110/s941,False,"[[datetime.datetime(2007, 3, 20, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2007-03-20"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
    ]]",bill,941,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s941:,S. 941 (110th): Community Health Centers Investment Act,Community Health Centers Investment Act,"[[short, introduced, Community Health Centers Investment Act], [official, introduced, A bill to increase Federal support for Community Health Centers and the National Health Service Corps in order to ensure access to health care for millions of Americans living in medically-underserved areas.]]",Community Health Centers Investment Act
53,bill,senate_bill,S.,110,referred,2008-11-19,"This bill was introduced on November 19, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3693,,146101,2008-11-19,False,False,https://www.govtrack.us/congress/bills/110/s3693,False,"[[datetime.datetime(2008, 11, 19, 0, 0), 2, Read twice and referred to the Committee on Banking, Housing, and Urban Affairs., <action datetime=""2008-11-19"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.</text>
    </action>
  ]]",bill,3693,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3693:,S. 3693 (110th): Stop the Greed on Wall Street Act,Stop the Greed on Wall Street Act,"[[short, introduced, Stop the Greed on Wall Street Act], [official, introduced, A bill to limit the amount of compensation for employees and executives of financial institutions assisted under the Troubled Asset Relief Program, and for other purposes.]]",Stop the Greed on Wall Street Act
54,bill,senate_bill,S.,110,referred,2007-04-24,"This bill was introduced on April 24, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1201,,138525,2007-04-24,False,False,https://www.govtrack.us/congress/bills/110/s1201,False,"[[datetime.datetime(2007, 4, 24, 0, 0), 2, Read twice and referred to the Committee on Environment and Public Works., <action datetime=""2007-04-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Environment and Public Works.</text>
      <reference ref=""CR S4969-4978"" label=""text of measure as introduced""/>
    </action>
  ]]",bill,1201,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s1201:,S. 1201 (110th): Clean Power Act of 2007,Clean Power Act of 2007,"[[short, introduced, Clean Power Act of 2007], [official, introduced, A bill to amend the Clean Air Act to reduce emissions from electric powerplants, and for other purposes.]]",Clean Power Act of 2007
55,bill,senate_bill,S.,110,referred,2007-11-16,"This bill was introduced on November 16, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2398,,138713,2007-11-16,False,False,https://www.govtrack.us/congress/bills/110/s2398,False,"[[datetime.datetime(2007, 11, 16, 0, 0), 2, Read twice and referred to the Committee on Homeland Security and Governmental Affairs., <action datetime=""2007-11-16"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Homeland Security and Governmental Affairs.</text>
    </action>
  ]]",bill,2398,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s2398:,S. 2398 (110th): Stop Outsourcing Security Act,Stop Outsourcing Security Act,"[[short, introduced, Stop Outsourcing Security Act], [official, introduced, A bill to phase out the use of private military contractors.]]",Stop Outsourcing Security Act
56,bill,senate_bill,S.,110,referred,2008-12-10,"This bill was introduced on December 10, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3728,,138961,2008-12-10,False,False,https://www.govtrack.us/congress/bills/110/s3728,False,"[[datetime.datetime(2008, 12, 10, 0, 0), 2, Read twice and referred to the Committee on Environment and Public Works., <action datetime=""2008-12-10"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Environment and Public Works.</text>
    </action>
  ]]",bill,3728,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3728:,"S. 3728 (110th): A bill to direct the Secretary of Transportation to waive non-Federal share requirements for certain transportation programs and activities through September 30, 2009.","A bill to direct the Secretary of Transportation to waive non-Federal share requirements for certain transportation programs and activities through September 30, 2009.","[[official, introduced, A bill to direct the Secretary of Transportation to waive non-Federal share requirements for certain transportation programs and activities through September 30, 2009.]]","A bill to direct the Secretary of Transportation to waive non-Federal share requirements for certain transportation programs and activities through September 30, 2009."
57,bill,senate_bill,S.,110,referred,2007-09-26,"This bill was introduced on September 26, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2094,,138985,2007-09-26,False,False,https://www.govtrack.us/congress/bills/110/s2094,False,"[[datetime.datetime(2007, 9, 26, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2007-09-26"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,2094,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s2094:,S. 2094 (110th): Increasing American Wages and Benefits Act of 2007,Increasing American Wages and Benefits Act of 2007,"[[short, introduced, Increasing American Wages and Benefits Act of 2007], [short-partial, introduced, Indentured Servitude Abolition Act of 2007], [official, introduced, A bill to increase the wages and benefits of blue collar workers by strengthening labor provisions in the H-2B program, to provide for labor recruiter accountability, and for other purposes.]]",Increasing American Wages and Benefits Act of 2007
58,bill,senate_bill,S.,110,referred,2008-07-31,"This bill was introduced on July 31, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3413,,139031,2008-07-31,False,False,https://www.govtrack.us/congress/bills/110/s3413,False,"[[datetime.datetime(2008, 7, 31, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2008-07-31"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,3413,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3413:,S. 3413 (110th): Access for All America Act,Access for All America Act,"[[short, introduced, Access for All America Act], [official, introduced, A bill to achieve access to comprehensive primary health care services for all Americans and to improve primary care delivery through an expansion of the community health center and National Health Service Corps programs.]]",Access for All America Act
59,bill,senate_bill,S.,110,referred,2008-07-31,"This bill was introduced on July 31, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3412,,142448,2008-07-31,False,False,https://www.govtrack.us/congress/bills/110/s3412,False,"[[datetime.datetime(2008, 7, 31, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2008-07-31"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,3412,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3412:,S. 3412 (110th): Access for All America Act,Access for All America Act,"[[short, introduced, Access for All America Act], [official, introduced, A bill to achieve access to comprehensive primary health care services for all Americans and to improve primary care delivery through an expansion of the community health center and National Health Service Corps programs.]]",Access for All America Act
60,resolution,senate_concurrent_resolution,S.Con.Res.,110,referred,2007-02-15,"This resolution was introduced on February 15, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S.Con.Res. 13,,142624,2007-02-15,False,False,https://www.govtrack.us/congress/bills/110/sconres13,False,"[[datetime.datetime(2007, 2, 15, 0, 0), 2, Referred to the Committee on Foreign Relations., <action datetime=""2007-02-15"" state=""REFERRED"">
      <text>Referred to the Committee on Foreign Relations.</text>
      <reference ref=""CR S2113"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,13,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:sconres13:,S.Con.Res. 13 (110th): A concurrent resolution expressing the sense of Congress that the President should not initiate military action against Iran without first obtaining authorization from Congress.,A concurrent resolution expressing the sense of Congress that the President should not initiate military action against Iran without first obtaining authorization from Congress.,"[[official, introduced, A concurrent resolution expressing the sense of Congress that the President should not initiate military action against Iran without first obtaining authorization from Congress.]]",A concurrent resolution expressing the sense of Congress that the President should not initiate military action against Iran without first obtaining authorization from Congress.
61,bill,senate_bill,S.,110,referred,2008-02-25,"This bill was introduced on February 25, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2660,,142985,2008-02-25,False,False,https://www.govtrack.us/congress/bills/110/s2660,False,"[[datetime.datetime(2008, 2, 25, 0, 0), 2, Read twice and referred to the Committee on Energy and Natural Resources., <action datetime=""2008-02-25"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Energy and Natural Resources.</text>
      <reference ref=""CR S1126"" label=""text of measure as introduced""/>
    </action>
  ]]",bill,2660,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s2660:,S. 2660 (110th): Consumer Protection and Cost Accountability Act,Consumer Protection and Cost Accountability Act,"[[short, introduced, Consumer Protection and Cost Accountability Act], [official, introduced, A bill to amend the Federal Power Act to ensure that the mission and functions of Regional Transmission Organizations and Independent System Operators include keeping energy costs as low as reasonably possible for consumers, and for other purposes.]]",Consumer Protection and Cost Accountability Act
