,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_rank,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
62,bill,house_bill,H.R.,103,referred,1993-01-05,"This bill was introduced on January 5, 1993, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 223,,126109,1993-01-05,False,False,https://www.govtrack.us/congress/bills/103/hr223,False,"[[datetime.datetime(1993, 1, 5, 0, 0), 2, Referred to the House Committee on Government Operations., <action datetime=""1993-01-05"" state=""REFERRED"">
      <text>Referred to the House Committee on Government Operations.</text>
    </action>
    ]]",bill,223,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[103],False,Representative for Ohio's 12th congressional district,12,1995-01-03,,4917,,Republican,400590,,representative,Representative,,,1993-01-05,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d103:hr223:,H.R. 223 (103rd): Legislative Line Item Veto Act of 1993,Legislative Line Item Veto Act of 1993,"[[short, introduced, Legislative Line Item Veto Act of 1993], [official, introduced, To grant the power to the President to reduce budget authority.]]",Legislative Line Item Veto Act of 1993
63,bill,house_bill,H.R.,103,referred,1993-08-06,"This bill was introduced on August 6, 1993, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2954,,124218,1993-08-06,False,False,https://www.govtrack.us/congress/bills/103/hr2954,False,"[[datetime.datetime(1993, 8, 6, 0, 0), 2, Referred to the House Committee on Government Operations., <action datetime=""1993-08-06"" state=""REFERRED"">
      <text>Referred to the House Committee on Government Operations.</text>
    </action>
    ]]",bill,2954,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[103],False,Representative for Ohio's 12th congressional district,12,1995-01-03,,4917,,Republican,400590,,representative,Representative,,,1993-01-05,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d103:hr2954:,H.R. 2954 (103rd): Civilian Facilities Closure and Realignment Act of 1993,Civilian Facilities Closure and Realignment Act of 1993,"[[short, introduced, Civilian Facilities Closure and Realignment Act of 1993], [official, introduced, To establish a Civilian Facilities Closure and Realignment Commission to reduce unnecessary spending in the Federal Government by closing or realigning duplicative, wasteful, or otherwise unnecessary civilian facilities, and for other purposes.]]",Civilian Facilities Closure and Realignment Act of 1993
64,bill,house_bill,H.R.,98,referred,1984-09-19,"This bill was introduced on September 19, 1984, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 6276,,24625,1984-09-19,False,False,https://www.govtrack.us/congress/bills/98/hr6276,False,"[[datetime.datetime(1984, 9, 19, 0, 0), 2, Referred to House Committee on Ways and Means., <action datetime=""1984-09-19"" state=""REFERRED"">
      <text>Referred to House Committee on Ways and Means.</text>
    </action>
  ]]",bill,6276,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[98],False,Representative for Ohio's 12th congressional district,12,1985-01-03,,4912,,Republican,400590,,representative,Representative,,,1983-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d098:hr6276:,H.R. 6276 (98th): A bill for the relief of certain taxpayers penalized under section 6702 of the Internal Revenue Code of 1954 for filing frivolous income tax returns.,A bill for the relief of certain taxpayers penalized under section 6702 of the Internal Revenue Code of 1954 for filing frivolous income tax returns.,"[[official, introduced, A bill for the relief of certain taxpayers penalized under section 6702 of the Internal Revenue Code of 1954 for filing frivolous income tax returns.]]",A bill for the relief of certain taxpayers penalized under section 6702 of the Internal Revenue Code of 1954 for filing frivolous income tax returns.
65,bill,house_bill,H.R.,98,referred,1984-09-19,"This bill was introduced on September 19, 1984, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 6275,,27481,1984-09-19,False,False,https://www.govtrack.us/congress/bills/98/hr6275,False,"[[datetime.datetime(1984, 9, 19, 0, 0), 2, Referred to House Committee on Ways and Means., <action datetime=""1984-09-19"" state=""REFERRED"">
      <text>Referred to House Committee on Ways and Means.</text>
    </action>
  ]]",bill,6275,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[98],False,Representative for Ohio's 12th congressional district,12,1985-01-03,,4912,,Republican,400590,,representative,Representative,,,1983-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d098:hr6275:,H.R. 6275 (98th): A bill to amend the Internal Revenue Code of 1954 to require notification to taxpayers of the penalty for filing a frivolous income tax return and to require space on the income tax return for taxpayer comments.,A bill to amend the Internal Revenue Code of 1954 to require notification to taxpayers of the penalty for filing a frivolous income tax return and to require space on the income tax return for taxpayer comments.,"[[official, introduced, A bill to amend the Internal Revenue Code of 1954 to require notification to taxpayers of the penalty for filing a frivolous income tax return and to require space on the income tax return for taxpayer comments.]]",A bill to amend the Internal Revenue Code of 1954 to require notification to taxpayers of the penalty for filing a frivolous income tax return and to require space on the income tax return for taxpayer comments.
66,bill,house_bill,H.R.,98,referred,1984-02-09,"This bill was introduced on February 9, 1984, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 4842,,26704,1984-02-09,False,False,https://www.govtrack.us/congress/bills/98/hr4842,False,"[[datetime.datetime(1984, 2, 9, 0, 0), 2, Referred to House Committee on Armed Services., <action datetime=""1984-02-09"" state=""REFERRED"">
      <text>Referred to House Committee on Armed Services.</text>
    </action>
    ]]",bill,4842,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[98],False,Representative for Ohio's 12th congressional district,12,1985-01-03,,4912,,Republican,400590,,representative,Representative,,,1983-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d098:hr4842:,"H.R. 4842 (98th): A bill to amend title 10, United States Code, to promote cost savings in defense procurement procedures by requiring that defense procurement contracts include a clause giving the Government a right to technical data and computer softwar","A bill to amend title 10, United States Code, to promote cost savings in defense procurement procedures by requiring that defense procurement contracts include a clause giving the Government a right to technical data and computer software necessary to obtain spare parts under the contract from other manufacturers.","[[official, introduced, A bill to amend title 10, United States Code, to promote cost savings in defense procurement procedures by requiring that defense procurement contracts include a clause giving the Government a right to technical data and computer software necessary to obtain spare parts under the contract from other manufacturers.]]","A bill to amend title 10, United States Code, to promote cost savings in defense procurement procedures by requiring that defense procurement contracts include a clause giving the Government a right to technical data and computer softwar"
67,bill,house_bill,H.R.,98,referred,1983-11-18,"This bill was introduced on November 18, 1983, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 4523,,33224,1983-11-18,False,False,https://www.govtrack.us/congress/bills/98/hr4523,False,"[[datetime.datetime(1983, 11, 18, 0, 0), 2, Referred to House Committee on The Judiciary., <action datetime=""1983-11-18"" state=""REFERRED"">
      <text>Referred to House Committee on The Judiciary.</text>
    </action>
    ]]",bill,4523,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[98],False,Representative for Ohio's 12th congressional district,12,1985-01-03,,4912,,Republican,400590,,representative,Representative,,,1983-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d098:hr4523:,H.R. 4523 (98th): A bill to amend section 2031 (relating to rape) of title 18 of the United States Code to eliminate parole and credit for good time in certain cases.,A bill to amend section 2031 (relating to rape) of title 18 of the United States Code to eliminate parole and credit for good time in certain cases.,"[[official, introduced, A bill to amend section 2031 (relating to rape) of title 18 of the United States Code to eliminate parole and credit for good time in certain cases.]]",A bill to amend section 2031 (relating to rape) of title 18 of the United States Code to eliminate parole and credit for good time in certain cases.
68,resolution,house_concurrent_resolution,H.Con.Res.,98,referred,1983-07-19,"This resolution was introduced on July 19, 1983, in a previous session of Congress, but was not enacted.",Referred to Committee,H.Con.Res. 146,,25544,1983-07-19,False,False,https://www.govtrack.us/congress/bills/98/hconres146,False,"[[datetime.datetime(1983, 7, 19, 0, 0), 2, Referred to House Committee on Foreign Affairs., <action datetime=""1983-07-19"" state=""REFERRED"">
      <text>Referred to House Committee on Foreign Affairs.</text>
    </action>
    ]]",resolution,146,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[98],False,Representative for Ohio's 12th congressional district,12,1985-01-03,,4912,,Republican,400590,,representative,Representative,,,1983-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d098:hconres146:,H.Con.Res. 146 (98th): A concurrent resolution expressing the sense of the Congress with regard to the mutual security efforts of the United States and Japan.,A concurrent resolution expressing the sense of the Congress with regard to the mutual security efforts of the United States and Japan.,"[[official, introduced, A concurrent resolution expressing the sense of the Congress with regard to the mutual security efforts of the United States and Japan.]]",A concurrent resolution expressing the sense of the Congress with regard to the mutual security efforts of the United States and Japan.
69,bill,house_bill,H.R.,99,referred,1986-06-26,"This bill was introduced on June 26, 1986, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 5124,,183881,1986-06-26,False,False,https://www.govtrack.us/congress/bills/99/hr5124,False,"[[datetime.datetime(1986, 6, 26, 0, 0), 2, Referred to House Committee on Armed Services., <action datetime=""1986-06-26"" state=""REFERRED"">
      <text>Referred to House Committee on Armed Services.</text>
    </action>
    ]]",bill,5124,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[99],False,Representative for Ohio's 12th congressional district,12,1987-01-03,,4913,,Republican,400590,,representative,Representative,,,1985-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d099:hr5124:,"H.R. 5124 (99th): A bill to amend title 10, United States Code, to direct the Secretary of Defense to ensure that, to the maximum extent practicable, commercially available products are used to fulfill equipment and supply requirements of the Department o","A bill to amend title 10, United States Code, to direct the Secretary of Defense to ensure that, to the maximum extent practicable, commercially available products are used to fulfill equipment and supply requirements of the Department of Defense.","[[official, introduced, A bill to amend title 10, United States Code, to direct the Secretary of Defense to ensure that, to the maximum extent practicable, commercially available products are used to fulfill equipment and supply requirements of the Department of Defense.]]","A bill to amend title 10, United States Code, to direct the Secretary of Defense to ensure that, to the maximum extent practicable, commercially available products are used to fulfill equipment and supply requirements of the Department o"
70,bill,house_bill,H.R.,100,referred,1987-05-11,"This bill was introduced on May 11, 1987, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2367,,164585,1987-05-11,False,False,https://www.govtrack.us/congress/bills/100/hr2367,False,"[[datetime.datetime(1987, 5, 11, 0, 0), 2, Referred to House Committee on Ways and Means., <action datetime=""1987-05-11"" state=""REFERRED"">
      <text>Referred to House Committee on Ways and Means.</text>
    </action>
  ]]",bill,2367,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[100],False,Representative for Ohio's 12th congressional district,12,1989-01-03,,4914,,Republican,400590,,representative,Representative,,,1987-01-06,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d100:hr2367:,H.R. 2367 (100th): A bill to extend for two years the authority of the Internal Revenue Service to offset against tax refunds the amount of certain debts owed the Government.,A bill to extend for two years the authority of the Internal Revenue Service to offset against tax refunds the amount of certain debts owed the Government.,"[[official, introduced, A bill to extend for two years the authority of the Internal Revenue Service to offset against tax refunds the amount of certain debts owed the Government.]]",A bill to extend for two years the authority of the Internal Revenue Service to offset against tax refunds the amount of certain debts owed the Government.
71,bill,house_bill,H.R.,100,referred,1987-03-19,"This bill was introduced on March 19, 1987, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1730,,164782,1987-03-19,False,False,https://www.govtrack.us/congress/bills/100/hr1730,False,"[[datetime.datetime(1987, 3, 19, 0, 0), 2, Referred to House Committee on Rules., <action datetime=""1987-03-19"" state=""REFERRED"">
      <text>Referred to House Committee on Rules.</text>
    </action>
    ]]",bill,1730,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[100],False,Representative for Ohio's 12th congressional district,12,1989-01-03,,4914,,Republican,400590,,representative,Representative,,,1987-01-06,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d100:hr1730:,H.R. 1730 (100th): A bill to provide for the establishment of a Joint Committee on Intelligence.,A bill to provide for the establishment of a Joint Committee on Intelligence.,"[[official, introduced, A bill to provide for the establishment of a Joint Committee on Intelligence.]]",A bill to provide for the establishment of a Joint Committee on Intelligence.
72,bill,house_bill,H.R.,99,referred,1986-03-05,"This bill was introduced on March 5, 1986, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 4313,,182506,1986-03-05,False,False,https://www.govtrack.us/congress/bills/99/hr4313,False,"[[datetime.datetime(1986, 3, 5, 0, 0), 2, Referred to House Committee on Armed Services., <action datetime=""1986-03-05"" state=""REFERRED"">
      <text>Referred to House Committee on Armed Services.</text>
    </action>
    ]]",bill,4313,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[99],False,Representative for Ohio's 12th congressional district,12,1987-01-03,,4913,,Republican,400590,,representative,Representative,,,1985-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d099:hr4313:,"H.R. 4313 (99th): A bill to amend title 10, United States Code, to improve program stability of major defense acquisition programs by establishing new congressional authorization procedures and improving cost schedule and performance control.","A bill to amend title 10, United States Code, to improve program stability of major defense acquisition programs by establishing new congressional authorization procedures and improving cost schedule and performance control.","[[official, introduced, A bill to amend title 10, United States Code, to improve program stability of major defense acquisition programs by establishing new congressional authorization procedures and improving cost schedule and performance control.]]","A bill to amend title 10, United States Code, to improve program stability of major defense acquisition programs by establishing new congressional authorization procedures and improving cost schedule and performance control."
73,bill,house_bill,H.R.,100,referred,1987-02-25,"This bill was introduced on February 25, 1987, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1254,,163265,1987-02-25,False,False,https://www.govtrack.us/congress/bills/100/hr1254,False,"[[datetime.datetime(1987, 2, 25, 0, 0), 2, Referred to House Committee on Ways and Means., <action datetime=""1987-02-25"" state=""REFERRED"">
      <text>Referred to House Committee on Ways and Means.</text>
    </action>
  ]]",bill,1254,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[100],False,Representative for Ohio's 12th congressional district,12,1989-01-03,,4914,,Republican,400590,,representative,Representative,,,1987-01-06,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d100:hr1254:,H.R. 1254 (100th): A bill to amend the Internal Revenue Code of 1986 to allow a credit against income tax for employers which provide onsite day care services for dependents of their employees.,A bill to amend the Internal Revenue Code of 1986 to allow a credit against income tax for employers which provide onsite day care services for dependents of their employees.,"[[official, introduced, A bill to amend the Internal Revenue Code of 1986 to allow a credit against income tax for employers which provide onsite day care services for dependents of their employees.]]",A bill to amend the Internal Revenue Code of 1986 to allow a credit against income tax for employers which provide onsite day care services for dependents of their employees.
74,bill,house_bill,H.R.,99,referred,1985-05-01,"This bill was introduced on May 1, 1985, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2304,,177584,1985-05-01,False,False,https://www.govtrack.us/congress/bills/99/hr2304,False,"[[datetime.datetime(1985, 5, 1, 0, 0), 2, Referred to House Committee on Armed Services., <action datetime=""1985-05-01"" state=""REFERRED"">
      <text>Referred to House Committee on Armed Services.</text>
    </action>
    ]]",bill,2304,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[99],False,Representative for Ohio's 12th congressional district,12,1987-01-03,,4913,,Republican,400590,,representative,Representative,,,1985-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d099:hr2304:,"H.R. 2304 (99th): A bill to amend title 10, United States Code, to limit payments to defense contractors for the expenses of air travel.","A bill to amend title 10, United States Code, to limit payments to defense contractors for the expenses of air travel.","[[official, introduced, A bill to amend title 10, United States Code, to limit payments to defense contractors for the expenses of air travel.]]","A bill to amend title 10, United States Code, to limit payments to defense contractors for the expenses of air travel."
75,bill,house_bill,H.R.,99,referred,1986-04-22,"This bill was introduced on April 22, 1986, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 4659,,175758,1986-04-22,False,False,https://www.govtrack.us/congress/bills/99/hr4659,False,"[[datetime.datetime(1986, 4, 22, 0, 0), 2, Referred to House Committee on Government Operations., <action datetime=""1986-04-22"" state=""REFERRED"">
      <text>Referred to House Committee on Government Operations.</text>
    </action>
    ]]",bill,4659,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[99],False,Representative for Ohio's 12th congressional district,12,1987-01-03,,4913,,Republican,400590,,representative,Representative,,,1985-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d099:hr4659:,H.R. 4659 (99th): Omnibus Debt Collection and Credit Management Act of 1986,Omnibus Debt Collection and Credit Management Act of 1986,"[[short, introduced, Omnibus Debt Collection and Credit Management Act of 1986], [official, introduced, A bill to improve the Government's debt collection and credit management practices, and for other purposes.]]",Omnibus Debt Collection and Credit Management Act of 1986
76,bill,house_bill,H.R.,99,referred,1985-12-11,"This bill was introduced on December 11, 1985, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 3915,,182090,1985-12-11,False,False,https://www.govtrack.us/congress/bills/99/hr3915,False,"[[datetime.datetime(1985, 12, 11, 0, 0), 2, Referred to House Committee on Foreign Affairs., <action datetime=""1985-12-11"" state=""REFERRED"">
      <text>Referred to House Committee on Foreign Affairs.</text>
    </action>
    ]]",bill,3915,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[99],False,Representative for Ohio's 12th congressional district,12,1987-01-03,,4913,,Republican,400590,,representative,Representative,,,1985-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d099:hr3915:,H.R. 3915 (99th): A bill to regulate travel in the United States of citizens from the Soviet Union and eastern bloc countries.,A bill to regulate travel in the United States of citizens from the Soviet Union and eastern bloc countries.,"[[official, introduced, A bill to regulate travel in the United States of citizens from the Soviet Union and eastern bloc countries.]]",A bill to regulate travel in the United States of citizens from the Soviet Union and eastern bloc countries.
77,bill,house_bill,H.R.,99,referred,1985-04-04,"This bill was introduced on April 4, 1985, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2007,,178472,1985-04-04,False,False,https://www.govtrack.us/congress/bills/99/hr2007,False,"[[datetime.datetime(1985, 4, 4, 0, 0), 2, Referred to House Committee on Armed Services., <action datetime=""1985-04-04"" state=""REFERRED"">
      <text>Referred to House Committee on Armed Services.</text>
    </action>
    ]]",bill,2007,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[99],False,Representative for Ohio's 12th congressional district,12,1987-01-03,,4913,,Republican,400590,,representative,Representative,,,1985-01-03,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d099:hr2007:,"H.R. 2007 (99th): A bill to amend title 10, United States Code, to limit progress payments under defense contracts.","A bill to amend title 10, United States Code, to limit progress payments under defense contracts.","[[official, introduced, A bill to amend title 10, United States Code, to limit progress payments under defense contracts.]]","A bill to amend title 10, United States Code, to limit progress payments under defense contracts."
78,resolution,house_resolution,H.Res.,100,referred,1987-12-15,"This resolution was introduced on December 15, 1987, in a previous session of Congress, but was not enacted.",Referred to Committee,H.Res. 334,,165537,1987-12-15,False,False,https://www.govtrack.us/congress/bills/100/hres334,False,"[[datetime.datetime(1987, 12, 15, 0, 0), 2, Referred to House Committee on Foreign Affairs., <action datetime=""1987-12-15"" state=""REFERRED"">
      <text>Referred to House Committee on Foreign Affairs.</text>
    </action>
    ]]",resolution,334,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[100],False,Representative for Ohio's 12th congressional district,12,1989-01-03,,4914,,Republican,400590,,representative,Representative,,,1987-01-06,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d100:hres334:,H.Res. 334 (100th): A resolution expressing the sense of the House of Representatives with respect to the ratification by the Senate of the INF Treaty.,A resolution expressing the sense of the House of Representatives with respect to the ratification by the Senate of the INF Treaty.,"[[official, introduced, A resolution expressing the sense of the House of Representatives with respect to the ratification by the Senate of the INF Treaty.]]",A resolution expressing the sense of the House of Representatives with respect to the ratification by the Senate of the INF Treaty.
79,bill,house_bill,H.R.,100,referred,1987-04-30,"This bill was introduced on April 30, 1987, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2242,,169267,1987-04-30,False,False,https://www.govtrack.us/congress/bills/100/hr2242,False,"[[datetime.datetime(1987, 4, 30, 0, 0), 2, Referred to House Committee on Post Office and Civil Service., <action datetime=""1987-04-30"" state=""REFERRED"">
      <text>Referred to House Committee on Post Office and Civil Service.</text>
    </action>
    ]]",bill,2242,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[100],False,Representative for Ohio's 12th congressional district,12,1989-01-03,,4914,,Republican,400590,,representative,Representative,,,1987-01-06,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d100:hr2242:,"H.R. 2242 (100th): A bill to amend title 5, United States Code, to improve the awards program under which the Government recognizes superior accomplishments of Federal employees.","A bill to amend title 5, United States Code, to improve the awards program under which the Government recognizes superior accomplishments of Federal employees.","[[official, introduced, A bill to amend title 5, United States Code, to improve the awards program under which the Government recognizes superior accomplishments of Federal employees.]]","A bill to amend title 5, United States Code, to improve the awards program under which the Government recognizes superior accomplishments of Federal employees."
80,bill,house_bill,H.R.,100,pass_over_house,1987-10-19,"This bill was introduced in a previous session of Congress and was passed by the House on October 19, 1987 but was never passed by the Senate.",Passed House,H.R. 2873,,171509,1987-07-01,False,False,https://www.govtrack.us/congress/bills/100/hr2873,False,"[[datetime.datetime(1987, 7, 1, 0, 0), 2, Referred to House Committee on Armed Services., <action datetime=""1987-07-01"" state=""REFERRED"">
      <text>Referred to House Committee on Armed Services.</text>
    </action>
    ], [datetime.datetime(1987, 10, 14, 0, 0), 3, Ordered to be Reported., <calendar datetime=""1987-10-14"" state=""REPORTED"">
      <text>Ordered to be Reported.</text>
    </calendar>
    ], [datetime.datetime(1987, 10, 19, 0, 0), 4, Passed House by Voice Vote., <vote how=""by Voice Vote"" type=""vote"" datetime=""1987-10-19"" where=""h"" result=""pass"" state=""PASS_OVER:HOUSE"">
      <text>Passed House by Voice Vote.</text>
    </vote>
    ]]",bill,2873,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[100],False,Representative for Ohio's 12th congressional district,12,1989-01-03,,4914,,Republican,400590,,representative,Representative,,,1987-01-06,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d100:hr2873:,H.R. 2873 (100th): A bill to prohibit the Secretary of Defense or Secretary of a military department to enter into any overseas contract that allows for the payment of severance pay greater than the typical rate of severance pay in the United States or th,A bill to prohibit the Secretary of Defense or Secretary of a military department to enter into any overseas contract that allows for the payment of severance pay greater than the typical rate of severance pay in the United States or that requires the Government to reimburse a contractor for overseas banking services for bad debt expenses.,"[[official, introduced, A bill to prohibit the Secretary of Defense or Secretary of a military department to enter into any overseas contract that allows for the payment of severance pay greater than the typical rate of severance pay in the United States or that requires the Government to reimburse a contractor for overseas banking services for bad debt expenses.]]",A bill to prohibit the Secretary of Defense or Secretary of a military department to enter into any overseas contract that allows for the payment of severance pay greater than the typical rate of severance pay in the United States or th
