,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_class_label,sponsor_role.senator_rank,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
47,resolution,senate_concurrent_resolution,S.Con.Res.,108,pass_over_senate,2004-11-18,"This resolution was introduced in a previous session of Congress and was passed by the Senate on November 18, 2004 but was never passed by the House.",Passed Senate,S.Con.Res. 123,,83887,2004-07-12,False,False,https://www.govtrack.us/congress/bills/108/sconres123,False,"[[datetime.datetime(2004, 7, 12, 0, 0), 2, Referred to the Committee on the Judiciary., <action datetime=""2004-07-12"" state=""REFERRED"">
      <text>Referred to the Committee on the Judiciary.</text>
      <reference ref=""CR S7940-7941"" label=""text of measure as introduced""/>
    </action>
    ], [datetime.datetime(2004, 11, 18, 0, 0), 5, Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2004-11-18"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent.</text>
      <reference ref=""CR S11511"" label=""text""/>
    </vote>
    ]]",resolution,123,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:sconres123:,S.Con.Res. 123 (108th): A concurrent resolution recognizing and honoring the life and legacy of Alexander Hamilton on the bicentennial of his death because of his standing as one of the most influential Founding Fathers of the United States.,A concurrent resolution recognizing and honoring the life and legacy of Alexander Hamilton on the bicentennial of his death because of his standing as one of the most influential Founding Fathers of the United States.,"[[official, introduced, A concurrent resolution recognizing and honoring the life and legacy of Alexander Hamilton on the bicentennial of his death because of his standing as one of the most influential Founding Fathers of the United States.]]",A concurrent resolution recognizing and honoring the life and legacy of Alexander Hamilton on the bicentennial of his death because of his standing as one of the most influential Founding Fathers of the United States.
48,bill,senate_bill,S.,108,referred,2004-04-29,"This bill was introduced on April 29, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2368,,80485,2004-04-29,False,False,https://www.govtrack.us/congress/bills/108/s2368,False,"[[datetime.datetime(2004, 4, 29, 0, 0), 2, Read twice and referred to the Committee on Armed Services., <action datetime=""2004-04-29"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Armed Services.</text>
    </action>
  ]]",bill,2368,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2368:,S. 2368 (108th): Military Family Morale and Welfare Protection Act of 2004,Military Family Morale and Welfare Protection Act of 2004,"[[short, introduced, Military Family Morale and Welfare Protection Act of 2004], [official, introduced, A bill to limit the closure of Department of Defense commissary and exchange stores and facilities and Department of Defense dependent elementary and secondary schools, and for other purposes.]]",Military Family Morale and Welfare Protection Act of 2004
49,bill,senate_bill,S.,108,referred,2004-06-24,"This bill was introduced on June 24, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2584,,80555,2004-06-24,False,False,https://www.govtrack.us/congress/bills/108/s2584,False,"[[datetime.datetime(2004, 6, 24, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2004-06-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,2584,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2584:,S. 2584 (108th): Agricultural Producers Value-Added Investment Tax Credit Act of 2004,Agricultural Producers Value-Added Investment Tax Credit Act of 2004,"[[short, introduced, Agricultural Producers Value-Added Investment Tax Credit Act of 2004], [official, introduced, A bill to amend the Internal Revenue Code of 1986 to provide a tax credit for farmers' investments in value-added agriculture.]]",Agricultural Producers Value-Added Investment Tax Credit Act of 2004
50,resolution,senate_resolution,S.Res.,108,referred,2003-06-09,"This resolution was introduced on June 9, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S.Res. 162,,80646,2003-06-09,False,False,https://www.govtrack.us/congress/bills/108/sres162,False,"[[datetime.datetime(2003, 6, 9, 0, 0), 2, Referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2003-06-09"" state=""REFERRED"">
      <text>Referred to the Committee on Health, Education, Labor, and Pensions.</text>
      <reference ref=""CR S7555-7556"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,162,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:sres162:,S.Res. 162 (108th): A resolution honoring tradeswomen.,A resolution honoring tradeswomen.,"[[official, introduced, A resolution honoring tradeswomen.]]",A resolution honoring tradeswomen.
51,bill,senate_bill,S.,108,referred,2004-02-25,"This bill was introduced on February 25, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2111,,80749,2004-02-25,False,False,https://www.govtrack.us/congress/bills/108/s2111,False,"[[datetime.datetime(2004, 2, 25, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2004-02-25"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,2111,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2111:,S. 2111 (108th): A bill to amend part C of title XVIII of the Social Security Act to prohibit the comparative cost adjustment (CCA) program from operating in the State of New York.,A bill to amend part C of title XVIII of the Social Security Act to prohibit the comparative cost adjustment (CCA) program from operating in the State of New York.,"[[official, introduced, A bill to amend part C of title XVIII of the Social Security Act to prohibit the comparative cost adjustment (CCA) program from operating in the State of New York.]]",A bill to amend part C of title XVIII of the Social Security Act to prohibit the comparative cost adjustment (CCA) program from operating in the State of New York.
52,bill,senate_bill,S.,108,referred,2004-05-18,"This bill was introduced on May 18, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2430,,80756,2004-05-18,False,False,https://www.govtrack.us/congress/bills/108/s2430,False,"[[datetime.datetime(2004, 5, 18, 0, 0), 2, Read twice and referred to the Committee on Armed Services., <action datetime=""2004-05-18"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Armed Services.</text>
    </action>
  ]]",bill,2430,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2430:,S. 2430 (108th): Medical Readiness and Tracking Act of 2004,Medical Readiness and Tracking Act of 2004,"[[short, introduced, Medical Readiness and Tracking Act of 2004], [official, introduced, A bill to provide for improved medical readiness of the members of the Armed Forces, and for other purposes.]]",Medical Readiness and Tracking Act of 2004
53,bill,senate_bill,S.,108,pass_over_senate,2004-04-07,"This bill was introduced in a previous session of Congress and was passed by the Senate on April 7, 2004 but was never passed by the House.",Passed Senate,S. 1108,,80917,2003-05-22,False,False,https://www.govtrack.us/congress/bills/108/s1108,False,"[[datetime.datetime(2003, 5, 22, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2003-05-22"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
    ], [datetime.datetime(2004, 4, 7, 0, 0), 5, Passed Senate without amendment by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2004-04-07"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Passed Senate without amendment by Unanimous Consent.</text>
      <reference ref="" CR S3950-3951"" label=""text""/>
    </vote>
    ]]",bill,1108,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1108:,S. 1108 (108th): 225th Anniversary of the American Revolution Commemoration Act,225th Anniversary of the American Revolution Commemoration Act,"[[short, introduced, 225th Anniversary of the American Revolution Commemoration Act], [short, passed senate, 225th Anniversary of the American Revolution Commemoration Act], [official, introduced, A bill to establish within the National Park Service the 225th Anniversary of the American Revolution Commemorative Program, and for other purposes.]]",225th Anniversary of the American Revolution Commemoration Act
54,resolution,senate_resolution,S.Res.,108,referred,2003-01-29,"This resolution was introduced on January 29, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S.Res. 34,,81000,2003-01-29,False,False,https://www.govtrack.us/congress/bills/108/sres34,False,"[[datetime.datetime(2003, 1, 29, 0, 0), 2, Referred to the Committee on Environment and Public Works., <action datetime=""2003-01-29"" state=""REFERRED"">
      <text>Referred to the Committee on Environment and Public Works.</text>
      <reference ref=""CR S1754"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,34,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:sres34:,S.Res. 34 (108th): A resolution expressing support for the emergency first responders and communities which are the front lines of the Nation’s homeland defense.,A resolution expressing support for the emergency first responders and communities which are the front lines of the Nation’s homeland defense.,"[[official, introduced, A resolution expressing support for the emergency first responders and communities which are the front lines of the Nation's homeland defense.]]",A resolution expressing support for the emergency first responders and communities which are the front lines of the Nation’s homeland defense.
55,bill,senate_bill,S.,108,referred,2004-06-24,"This bill was introduced on June 24, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2579,,81058,2004-06-24,False,False,https://www.govtrack.us/congress/bills/108/s2579,False,"[[datetime.datetime(2004, 6, 24, 0, 0), 2, Read twice and referred to the Committee on Commerce, Science, and Transportation., <action datetime=""2004-06-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Commerce, Science, and Transportation.</text>
    </action>
  ]]",bill,2579,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2579:,S. 2579 (108th): Technology Extension Act of 2004,Technology Extension Act of 2004,"[[short, introduced, Technology Extension Act of 2004], [official, introduced, A bill to expand the Manufacturing Extension Program to bring the new economy to small and medium-sized businesses.]]",Technology Extension Act of 2004
56,bill,senate_bill,S.,108,referred,2003-01-30,"This bill was introduced on January 30, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 249,,77147,2003-01-30,False,False,https://www.govtrack.us/congress/bills/108/s249,False,"[[datetime.datetime(2003, 1, 30, 0, 0), 2, Read twice and referred to the Committee on Veterans' Affairs., <action datetime=""2003-01-30"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Veterans' Affairs.</text>
      <reference ref=""CR  S1814"" label=""text of measure as introduced""/>
    </action>
    ]]",bill,249,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s249:,"S. 249 (108th): A bill to amend title 38, United States Code, to provide that remarriage of the surviving spouse of a deceased veteran after age 55 shall not result in termination of dependency and indemnity compensation otherwise payable to that survivin","A bill to amend title 38, United States Code, to provide that remarriage of the surviving spouse of a deceased veteran after age 55 shall not result in termination of dependency and indemnity compensation otherwise payable to that surviving spouse.","[[official, introduced, A bill to amend title 38, United States Code, to provide that remarriage of the surviving spouse of a deceased veteran after age 55 shall not result in termination of dependency and indemnity compensation otherwise payable to that surviving spouse.]]","A bill to amend title 38, United States Code, to provide that remarriage of the surviving spouse of a deceased veteran after age 55 shall not result in termination of dependency and indemnity compensation otherwise payable to that survivin"
57,bill,senate_bill,S.,108,referred,2003-06-23,"This bill was introduced on June 23, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1311,,77190,2003-06-23,False,False,https://www.govtrack.us/congress/bills/108/s1311,False,"[[datetime.datetime(2003, 6, 23, 0, 0), 2, Read twice and referred to the Committee on Energy and Natural Resources., <action datetime=""2003-06-23"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Energy and Natural Resources.</text>
    </action>
    ]]",bill,1311,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1311:,S. 1311 (108th): Hudson-Fulton-Champlain 400th Commemoration Commission Act of 2003,Hudson-Fulton-Champlain 400th Commemoration Commission Act of 2003,"[[short, introduced, Hudson-Fulton-Champlain 400th Commemoration Commission Act of 2003], [official, introduced, A bill to establish the Hudson-Fulton-Champlain 400th Commemoration Commission, and for other purposes.]]",Hudson-Fulton-Champlain 400th Commemoration Commission Act of 2003
58,bill,senate_bill,S.,108,referred,2003-04-07,"This bill was introduced on April 7, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 802,,77308,2003-04-07,False,False,https://www.govtrack.us/congress/bills/108/s802,False,"[[datetime.datetime(2003, 4, 7, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2003-04-07"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,802,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s802:,S. 802 (108th): Code Adam Act,Code Adam Act,"[[short, introduced, Code Adam Act], [official, introduced, A bill to establish procedures in public buildings regarding missing or lost children.]]",Code Adam Act
59,bill,senate_bill,S.,108,referred,2004-05-11,"This bill was introduced on May 11, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2406,,77400,2004-05-11,False,False,https://www.govtrack.us/congress/bills/108/s2406,False,"[[datetime.datetime(2004, 5, 11, 0, 0), 2, Read twice and referred to the Committee on Energy and Natural Resources., <action datetime=""2004-05-11"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Energy and Natural Resources.</text>
      <reference ref=""CR S5229"" label=""text of measure as introduced""/>
    </action>
  ]]",bill,2406,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2406:,S. 2406 (108th): A bill to promote the reliability of the electric transmission grid through the Cross-Sound Cable.,A bill to promote the reliability of the electric transmission grid through the Cross-Sound Cable.,"[[official, introduced, A bill to promote the reliability of the electric transmission grid through the Cross-Sound Cable.]]",A bill to promote the reliability of the electric transmission grid through the Cross-Sound Cable.
60,resolution,senate_resolution,S.Res.,108,passed_simpleres,2004-06-14,"This simple resolution was agreed to on June 14, 2004. That is the end of the legislative process for a simple resolution.",Agreed To (Simple Resolution),S.Res. 376,,77553,2004-06-14,False,False,https://www.govtrack.us/congress/bills/108/sres376,False,"[[datetime.datetime(2004, 6, 14, 0, 0), 6, Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2004-06-14"" where=""s"" result=""pass"" state=""PASSED:SIMPLERES"">
      <text>Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent.</text>
      <reference ref=""CR S6742"" label=""consideration""/>
      <reference ref=""CR S6742"" label=""text as passed Senate""/>
      <reference ref=""CR S6740"" label=""text of measure as introduced""/>
    </vote>
  ]]",resolution,376,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:sres376:,S.Res. 376 (108th): A resolution congratulating the Syracuse University Orange men’s lacrosse team on winning the 2004 NCAA Division I men’s lacrosse National Championship.,A resolution congratulating the Syracuse University Orange men’s lacrosse team on winning the 2004 NCAA Division I men’s lacrosse National Championship.,"[[official, introduced, A resolution congratulating the Syracuse University Orange men's lacrosse team on winning the 2004 NCAA Division I men's lacrosse National Championship.]]",A resolution congratulating the Syracuse University Orange men’s lacrosse team on winning the 2004 NCAA Division I men’s lacrosse National Championship.
61,bill,senate_bill,S.,108,referred,2003-06-09,"This bill was introduced on June 9, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1212,,77583,2003-06-09,False,False,https://www.govtrack.us/congress/bills/108/s1212,False,"[[datetime.datetime(2003, 6, 9, 0, 0), 2, Referred to the Committee on Intelligence., <action datetime=""2003-06-09"" state=""REFERRED"">
      <text>Referred to the Committee on Intelligence.</text>
      <reference ref=""CR S7550"" label=""text of measure as introduced""/>
    </action>
  ]]",bill,1212,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1212:,"S. 1212 (108th): A bill to identify certain sites as key resources for protection by the Directorate for Information Analysis and Infrastructure Protection of the Department of Homeland Security, and for other purposes.","A bill to identify certain sites as key resources for protection by the Directorate for Information Analysis and Infrastructure Protection of the Department of Homeland Security, and for other purposes.","[[official, introduced, A bill to identify certain sites as key resources for protection by the Directorate for Information Analysis and Infrastructure Protection of the Department of Homeland Security, and for other purposes.]]","A bill to identify certain sites as key resources for protection by the Directorate for Information Analysis and Infrastructure Protection of the Department of Homeland Security, and for other purposes."
62,bill,senate_bill,S.,108,pass_over_senate,2003-04-10,"This bill was introduced in a previous session of Congress and was passed by the Senate on April 10, 2003 but was never passed by the House.",Passed Senate,S. 538,,77591,2003-03-05,False,False,https://www.govtrack.us/congress/bills/108/s538,False,"[[datetime.datetime(2003, 3, 5, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2003-03-05"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
    ], [datetime.datetime(2003, 3, 19, 0, 0), 3, Committee on Health, Education, Labor, and Pensions. Ordered to be reported without amendment favorably., <calendar datetime=""2003-03-19"" state=""REPORTED"">
      <text>Committee on Health, Education, Labor, and Pensions. Ordered to be reported without amendment favorably.</text>
    </calendar>
    ], [datetime.datetime(2003, 4, 10, 0, 0), 5, Passed Senate without amendment by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2003-04-10"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Passed Senate without amendment by Unanimous Consent.</text>
      <reference ref=""CR S5254-5256"" label=""consideration""/>
      <reference ref=""CR S5254-5256"" label=""text as passed Senate""/>
    </vote>
    ]]",bill,538,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s538:,S. 538 (108th): Lifespan Respite Care Act of 2003,Lifespan Respite Care Act of 2003,"[[short, introduced, Lifespan Respite Care Act of 2003], [short, reported to senate, Lifespan Respite Care Act of 2003], [short, passed senate, Lifespan Respite Care Act of 2003], [official, introduced, A bill to amend the Public Health Service Act to establish a program to assist family caregivers in accessing affordable and high-quality respite care, and for other purposes.]]",Lifespan Respite Care Act of 2003
63,bill,senate_bill,S.,108,referred,2003-11-21,"This bill was introduced on November 21, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1927,,77663,2003-11-21,False,False,https://www.govtrack.us/congress/bills/108/s1927,False,"[[datetime.datetime(2003, 11, 21, 0, 0), 2, Read twice and referred to the Committee on Commerce, Science, and Transportation., <action datetime=""2003-11-21"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Commerce, Science, and Transportation.</text>
    </action>
  ]]",bill,1927,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1927:,S. 1927 (108th): Airliner Protection Act of 2003,Airliner Protection Act of 2003,"[[short, introduced, Airliner Protection Act of 2003], [official, introduced, A bill to establish an award program to encourage the development of effective bomb-scanning technology.]]",Airliner Protection Act of 2003
